Id,hed__Contact__c,hed__Program_Enrollment__c,hed__Program_Enrollment__r.hed__Contact__c,hed__Program_Enrollment__r.hed__Contact__r.FirstName,hed__Program_Enrollment__r.hed__Contact__r.LastName,hed__Course_Offering__c,hed__Course_Offering__r.hed__Course__c,hed__Course_Offering__r.hed__Course__r.Name,hed__Course_Offering__r.hed__Term__c,hed__Course_Offering__r.hed__Term__r.Name,hed__Course_Offering__r.hed__Term__r.hed__Start_Date__c,hed__Course_Offering__r.hed__Term__r.hed__End_Date__c,hed__Status__c,Notations__c
a098c00000sHvutAAC,0038c00002jGrAZAA0,,,,,a0B8c000012KEh0EAG,a0C8c00000XMMXKEA5,Bergérologie,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHvuuAAC,0038c00002jGrAaAAK,,,,,a0B8c000012KEdmEAG,a0C8c00000XMMmWEAX,Psaumes,a0P8c00000DoDyvEAF,1978-79,1978-09-01,1979-08-31,Current,
a098c00000sHvuvAAC,0038c00002jGrAbAAK,,,,,a0B8c000012KEt8EAG,a0C8c00000XMMZ2EAP,Manuscrits et versions,a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvuwAAC,0038c00002jGrAbAAK,,,,,a0B8c000012KEhEEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvuxAAC,0038c00002jGrAbAAK,,,,,a0B8c000012KEdgEAG,a0C8c00000XMMkLEAX,Genèse,a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvuyAAC,0038c00002jGrAcAAK,,,,,a0B8c000012KEh0EAG,a0C8c00000XMMXKEA5,Bergérologie,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHvuzAAC,0038c00002jGrAdAAK,,,,,a0B8c000012KEh5EAG,a0C8c00000XMMXMEA5,Philo. de l'école chrétienne,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,ABA
a098c00000sHvv0AAC,0038c00002jGrAeAAK,,,,,a0B8c000012KEwQEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzbEAF,2020-21,2020-09-01,2021-08-31,Current,AUD
a098c00000sHvv1AAC,0038c00002jGrAfAAK,,,,,a0B8c000012KF9mEAG,a0C8c00000XMMipEAH,Comment prêcher le sermon sur la montagne,a0P8c00000DoDzTEAV,2012-13,2012-09-01,2013-08-31,Current,AUD
a098c00000sHvv2AAC,0038c00002jGrAgAAK,,,,,a0B8c000012KF7REAW,a0C8c00000XMMizEAH,Counseling biblique I,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Current,AUD
a098c00000sHvv3AAC,0038c00002jGrAhAAK,,,,,a0B8c000012KEdDEAW,a0C8c00000XMMX2EAP,AT III : Les livres poétiques,a0P8c00000DoDzbEAF,2020-21,2020-09-01,2021-08-31,Current,AUD
a098c00000sHvv4AAC,0038c00002jGrAiAAK,,,,,a0B8c000012KFBJEA4,a0C8c00000XMMcCEAX,Coaching,a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Current,AUD
a098c00000sHvv5AAC,0038c00002jGrAjAAK,,,,,a0B8c000012KF5sEAG,a0C8c00000XMMniEAH,Un ministère centré sur l'évangile,a0P8c00000DoDzPEAV,2008-09,2008-09-01,2009-08-31,Current,AUD
a098c00000sHvv6AAC,0038c00002jGrAkAAK,,,,,a0B8c000012KExaEAG,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,AUD
a098c00000sHvv7AAC,0038c00002jGrAlAAK,,,,,a0B8c000012KEw7EAG,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,
a098c00000sHvv8AAC,0038c00002jGrAmAAK,,,,,a0B8c000012KF9mEAG,a0C8c00000XMMipEAH,Comment prêcher le sermon sur la montagne,a0P8c00000DoDzTEAV,2012-13,2012-09-01,2013-08-31,Current,AUD
a098c00000sHvv9AAC,0038c00002jGrAnAAK,,,,,a0B8c000012KEh0EAG,a0C8c00000XMMXKEA5,Bergérologie,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHvvAAAS,0038c00002jGrApAAK,,,,,a0B8c000012KF69EAG,a0C8c00000XMMnCEAX,Théologie biblique de l'adoration,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Current,AUD
a098c00000sHvvBAAS,0038c00002jGrApAAK,,,,,a0B8c000012KEj6EAG,a0C8c00000XMMlAEAX,Introduction à l'Église et sa mission,a0P8c00000DoDzbEAF,2020-21,2020-09-01,2021-08-31,Former,AUD
a098c00000sHvvCAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEhXEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Current,
a098c00000sHvvDAAS,0038c00002jGqmJAAS,,,,,a0B8c000012KEl3EAG,a0C8c00000XMMXtEAP,Stage Pratique II,a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Former,R
a098c00000sHvvEAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEeZEAW,a0C8c00000XMMX9EAP,Bibliologie,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,
a098c00000sHvvFAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEfEEAW,a0C8c00000XMMXAEA5,Initiation interprétation biblique,a0P8c00000DoDzTEAV,2012-13,2012-09-01,2013-08-31,Current,
a098c00000sHvvGAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEqGEAW,a0C8c00000XMMYjEAP,Initiation au grec biblique I et II,a0P8c00000DoDzTEAV,2012-13,2012-09-01,2013-08-31,Current,
a098c00000sHvvHAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEpAEAW,a0C8c00000XMMiOEAX,Apologétique,a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Current,
a098c00000sHvvIAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEcaEAG,a0C8c00000XMMX1EAP,AT II : Les livres historiques,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Current,
a098c00000sHvvJAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEtGEAW,a0C8c00000XMMZ3EAP,Survol du Nouveau Testament I : Les Évangiles,a0P8c00000DoDzTEAV,2012-13,2012-09-01,2013-08-31,Current,
a098c00000sHvvKAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEdAEAW,a0C8c00000XMMX2EAP,AT III : Les livres poétiques,a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Current,
a098c00000sHvvLAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEqjEAG,a0C8c00000XMMjrEAH,Exégèse grecque I et II,a0P8c00000DoDzUEAV,2013-14,2013-09-01,2014-08-31,Current,
a098c00000sHvvMAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEqwEAG,a0C8c00000XMMYkEAP,Lectures en grec biblique,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Current,
a098c00000sHvvNAAS,0038c00002jGqmJAAS,,,,,a0B8c000012KEjREAW,a0C8c00000XMMXcEAP,Stage Pratique I,a0P8c00000DoDz6EAF,1989-90,1989-09-01,1990-08-31,Former,R
a098c00000sHvvOAAS,0038c00002jGqmLAAS,,,,,a0B8c000012KFBcEAO,a0C8c00000XMMkPEAX,Gestion préventive des abus,a0P8c00000DoDzaEAF,2019-20,2019-09-01,2020-08-31,Current,R
a098c00000sHvvPAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEgSEAW,a0C8c00000XMMXHEA5,Homilétique II,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,
a098c00000sHvvQAAS,0038c00002jGqmMAAS,,,,,a0B8c000012KF6IEAW,a0C8c00000XMMaqEAH,GAP - Impact Jeunesse,a0P8c00000DoDzPEAV,2008-09,2008-09-01,2009-08-31,Current,R
a098c00000sHvvRAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEsmEAG,a0C8c00000XMMYwEAP,Romains (Exégèse),a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,
a098c00000sHvvSAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEgwEAG,a0C8c00000XMMnYEAX,Théologie pastorale,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Current,
a098c00000sHvvTAAS,0038c00002jGqmZAAS,,,,,a0B8c000012KEycEAG,a0C8c00000XMMZWEA5,Rédemption,a0P8c00000DoDyuEAF,1977-78,1977-09-01,1978-08-31,Current,R
a098c00000sHvvUAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEj2EAG,a0C8c00000XMMlAEAX,Introduction à l'Église et sa mission,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Current,
a098c00000sHvvVAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEgVEAW,a0C8c00000XMMXHEA5,Homilétique II,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Current,
a098c00000sHvvWAAS,0038c00002jGqmfAAC,,,,,a0B8c000012KEl3EAG,a0C8c00000XMMXtEAP,Stage Pratique II,a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Current,R
a098c00000sHvvXAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KEwHEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,
a098c00000sHvvYAAS,0038c00002jGqmiAAC,,,,,a0B8c000012KF3DEAW,a0C8c00000XMMk3EAH,GAP - DFC II,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,R
a098c00000sHvvZAAS,0038c00002jGrAqAAK,,,,,a0B8c000012KF7PEAW,a0C8c00000XMMizEAH,Counseling biblique I,a0P8c00000DoDzUEAV,2013-14,2013-09-01,2014-08-31,Current,
a098c00000sHvvaAAC,0038c00002jGrAqAAK,,,,,a0B8c000012KFCxEAO,a0C8c00000XMMigEAH,"Chrétiens, justice, Évangile et justice sociale",a0P8c00000DoDzZEAV,2018-19,2018-09-01,2019-08-31,Former,AUD
a098c00000sHvvbAAC,0038c00002jGrAqAAK,,,,,a0B8c000012KFBtEAO,a0C8c00000XMMlUEAX,Le leader et son influence,a0P8c00000DoDzXEAV,2016-17,2016-09-01,2017-08-31,Current,
a098c00000sHvvcAAC,0038c00002jGqmiAAC,,,,,a0B8c000012KF2yEAG,a0C8c00000XMMk1EAH,GAP - DFC I,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,R
a098c00000sHvvdAAC,0038c00002jGrAqAAK,,,,,a0B8c000012KEwzEAG,a0C8c00000XMMZQEA5,Doctrines essentielles II,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHvveAAC,0038c00002jGqmmAAC,,,,,a0B8c000012KEywEAG,a0C8c00000XMMiGEAX,Amillénarisme,a0P8c00000DoDzCEAV,1995-96,1995-09-01,1996-08-31,Current,R
a098c00000sHvvfAAC,0038c00002jGrAqAAK,,,,,a0B8c000012KF5tEAG,a0C8c00000XMMakEAH,Actes des apôtres,a0P8c00000DoDzQEAV,2009-10,2009-09-01,2010-08-31,Current,
a098c00000sHvvgAAC,0038c00002jGqmqAAC,,,,,a0B8c000012KEjMEAW,a0C8c00000XMMXcEAP,Stage Pratique I,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,R
a098c00000sHvvhAAC,0038c00002jGrAqAAK,,,,,a0B8c000012KEx6EAG,a0C8c00000XMMZQEA5,Doctrines essentielles II,a0P8c00000DoDzUEAV,2013-14,2013-09-01,2014-08-31,Current,
a098c00000sHvviAAC,0038c00002jGrAqAAK,,,,,a0B8c000012KF5dEAG,a0C8c00000XMMaeEAH,Du simple verset au livre tout entier,a0P8c00000DoDzQEAV,2009-10,2009-09-01,2010-08-31,Current,AUD
a098c00000sHvvjAAC,0038c00002jGqmqAAC,,,,,a0B8c000012KEeMEAW,a0C8c00000XMMjQEAX,Deutéronome,a0P8c00000DoDz5EAF,1988-89,1988-09-01,1989-08-31,Current,R
a098c00000sHvvkAAC,0038c00002jGrAqAAK,,,,,a0B8c000012KExhEAG,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDzUEAV,2013-14,2013-09-01,2014-08-31,Current,
a098c00000sHvvlAAC,0038c00002jGrAqAAK,,,,,a0B8c000012KFAPEA4,a0C8c00000XMMbwEAH,Gestion de vie et coaching,a0P8c00000DoDzXEAV,2016-17,2016-09-01,2017-08-31,Current,
a098c00000sHvvmAAC,0038c00002jGrAqAAK,,,,,a0B8c000012KFBAEA4,a0C8c00000XMMnREAX,Théologie du péché,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Current,
a098c00000sHvvnAAC,0038c00002jGrAqAAK,,,,,a0B8c000012KF8bEAG,a0C8c00000XMMleEAH,Les épîtres de Pierre,a0P8c00000DoDzREAV,2010-11,2010-09-01,2011-08-31,Current,INC
a098c00000sHvvoAAC,0038c00002jGqmqAAC,,,,,a0B8c000012KEe0EAG,a0C8c00000XMMX4EAP,Ésaïe,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,R
a098c00000sHvvpAAC,0038c00002jGqn1AAC,,,,,a0B8c000012KFCSEA4,a0C8c00000XMMcYEAX,GAP VI - concentration EI,a0P8c00000DoDzaEAF,2019-20,2019-09-01,2020-08-31,Current,R
a098c00000sHvvqAAC,0038c00002jGrArAAK,,,,,a0B8c000012KEpCEAW,a0C8c00000XMMYbEAP,Création - Évolution,a0P8c00000DoDywEAF,1979-80,1979-09-01,1980-08-31,Current,
a098c00000sHvvrAAC,0038c00002jGrAsAAK,,,,,a0B8c000012KF5wEAG,a0C8c00000XMMakEAH,Actes des apôtres,a0P8c00000DoDzaEAF,2019-20,2019-09-01,2020-08-31,Current,AUD
a098c00000sHvvsAAC,0038c00002jGrAtAAK,,,,,a0B8c000012KEkFEAW,a0C8c00000XMMXhEAP,Pensée chrétienne rationnelle,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,ABA
a098c00000sHvvtAAC,0038c00002jGrAtAAK,,,,,a0B8c000012KEk0EAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHvvuAAC,0038c00002jGrAtAAK,,,,,a0B8c000012KEs4EAG,a0C8c00000XMMYqEAP,Romains - Inductif,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHvvvAAC,0038c00002jGrAtAAK,,,,,a0B8c000012KEeAEAW,a0C8c00000XMMX5EAP,Les petits prophètes,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,AUD
a098c00000sHvvwAAC,0038c00002jGrmaAAC,,,,,a0B8c000012KEuKEAW,a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,AUD
a098c00000sHvvxAAC,0038c00002jGrAuAAK,,,,,a0B8c000012KErdEAG,a0C8c00000XMMYpEAP,Marc - Inductif,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Former,R
a098c00000sHvvyAAC,0038c00002jGrAuAAK,,,,,a0B8c000012KEhbEAG,a0C8c00000XMMXQEA5,Établiss. exp. Église Actes,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Former,AUD
a098c00000sHvvzAAC,0038c00002jGrAuAAK,,,,,a0B8c000012KEvsEAG,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Former,R
a098c00000sHvw0AAC,0038c00002jGqXkAAK,,,,,a0B8c000012KEhcEAG,a0C8c00000XMMXQEA5,Établiss. exp. Église Actes,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,AUD
a098c00000sHvw1AAC,0038c00002jGrAvAAK,,,,,a0B8c000012KEtcEAG,a0C8c00000XMMZ4EAP,Survol du Nouveau Testament II,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,ABA
a098c00000sHvw2AAC,0038c00002jGrAvAAK,,,,,a0B8c000012KEfqEAG,a0C8c00000XMMXGEA5,Homilétique I,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,
a098c00000sHvw3AAC,0038c00002jGrAwAAK,,,,,a0B8c000012KEjnEAG,a0C8c00000XMMXeEAP,Cure d'âme biblique,a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvw4AAC,0038c00002jGrAxAAK,,,,,a0B8c000012KEpCEAW,a0C8c00000XMMYbEAP,Création - Évolution,a0P8c00000DoDywEAF,1979-80,1979-09-01,1980-08-31,Current,
a098c00000sHvw5AAC,0038c00002jGrAxAAK,,,,,a0B8c000012KEjmEAG,a0C8c00000XMMXeEAP,Cure d'âme biblique,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,
a098c00000sHvw6AAC,0038c00002jGrAyAAK,,,,,a0B8c000012KEheEAG,a0C8c00000XMMXQEA5,Établiss. exp. Église Actes,a0P8c00000DoDzCEAV,1995-96,1995-09-01,1996-08-31,Current,AUD
a098c00000sHvw7AAC,0038c00002jGrAzAAK,,,,,a0B8c000012KEi1EAG,a0C8c00000XMMXREA5,Affermissement Égl. Paul,a0P8c00000DoDzDEAV,1996-97,1996-09-01,1997-08-31,Current,AUD
a098c00000sHvw8AAC,0038c00002jGrB0AAK,,,,,a0B8c000012KEmqEAG,a0C8c00000XMMYBEA5,Séminaire T-JTA,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHvw9AAC,0038c00002jGrB1AAK,,,,,a0B8c000012KEtmEAG,a0C8c00000XMMZ4EAP,Survol du Nouveau Testament II,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,AUD
a098c00000sHvwAAAS,0038c00002jGrB2AAK,,,,,a0B8c000012KEj2EAG,a0C8c00000XMMlAEAX,Introduction à l'Église et sa mission,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Current,AUD
a098c00000sHvwBAAS,0038c00002jGrB3AAK,,,,,a0B8c000012KF67EAG,a0C8c00000XMMnCEAX,Théologie biblique de l'adoration,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,AUD
a098c00000sHvwCAAS,0038c00002jGrB4AAK,,,,,a0B8c000012KEsLEAW,a0C8c00000XMMYrEAP,Intro. Étude Induct. 1 Thess,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Current,AUD
a098c00000sHvwDAAS,0038c00002jGrB5AAK,,,,,a0B8c000012KEwPEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzaEAF,2019-20,2019-09-01,2020-08-31,Current,
a098c00000sHvwEAAS,0038c00002jGrB5AAK,,,,,a0B8c000012KExDEAW,a0C8c00000XMMZQEA5,Doctrines essentielles II,a0P8c00000DoDzbEAF,2020-21,2020-09-01,2021-08-31,Current,
a098c00000sHvwFAAS,0038c00002jGrB6AAK,,,,,a0B8c000012KExDEAW,a0C8c00000XMMZQEA5,Doctrines essentielles II,a0P8c00000DoDzbEAF,2020-21,2020-09-01,2021-08-31,Current,
a098c00000sHvwGAAS,0038c00002jGrB6AAK,,,,,a0B8c000012KEwPEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzaEAF,2019-20,2019-09-01,2020-08-31,Current,
a098c00000sHvwHAAS,0038c00002jGrB7AAK,,,,,a0B8c000012KErmEAG,a0C8c00000XMMYpEAP,Marc - Inductif,a0P8c00000DoDzDEAV,1996-97,1996-09-01,1997-08-31,Current,AUD
a098c00000sHvwIAAS,0038c00002jGrB8AAK,,,,,a0B8c000012KExWEAW,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDzJEAV,2002-03,2002-09-01,2003-08-31,Current,AUD
a098c00000sHvwJAAS,0038c00002jGrB9AAK,,,,,a0B8c000012KF6uEAG,a0C8c00000XMMj4EAH,Counseling biblique marital,a0P8c00000DpWsiEAF,A2020,2020-09-01,2020-12-31,Current,R
a098c00000sHvwKAAS,0038c00002jGqVWAA0,,,,,a0B8c000012KEusEAG,a0C8c00000XMMZBEA5,Épîtres pastorales,a0P8c00000DoDyuEAF,1977-78,1977-09-01,1978-08-31,Current,
a098c00000sHvwLAAS,0038c00002jGqVXAA0,,,,,a0B8c000012KEk3EAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Current,
a098c00000sHvwMAAS,0038c00002jGqVXAA0,,,,,a0B8c000012KEkCEAW,a0C8c00000XMMn8EAH,Technique de counseling III (action),a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,INC
a098c00000sHvwNAAS,0038c00002jGqVXAA0,,,,,a0B8c000012KEjoEAG,a0C8c00000XMMXeEAP,Cure d'âme biblique,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHvwOAAS,0038c00002jGqVYAA0,,,,,a0B8c000012KEh8EAG,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDytEAF,1976-77,1976-09-01,1977-08-31,Current,
a098c00000sHvwPAAS,0038c00002jGqVZAA0,,,,,a0B8c000012KEehEAG,a0C8c00000XMMmOEAX,Principes d'interprétation,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,
a098c00000sHvwQAAS,0038c00002jGqVZAA0,,,,,a0B8c000012KEhJEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,AUD
a098c00000sHvwRAAS,0038c00002jGqVZAA0,,,,,a0B8c000012KEjmEAG,a0C8c00000XMMXeEAP,Cure d'âme biblique,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,
a098c00000sHvwSAAS,0038c00002jGqVZAA0,,,,,a0B8c000012KEh2EAG,a0C8c00000XMMXLEA5,Formation chrétienne,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,INC
a098c00000sHvwTAAS,0038c00002jGqVaAAK,,,,,a0B8c000012KEsPEAW,a0C8c00000XMMYsEAP,Vie de Jésus-Christ,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,AUD
a098c00000sHvwUAAS,0038c00002jGqVbAAK,,,,,a0B8c000012KEk3EAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Current,INC
a098c00000sHvwVAAS,0038c00002jGqVcAAK,,,,,a0B8c000012KEsVEAW,a0C8c00000XMMYtEAP,Matthieu 1 (Sermon montagne),a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,
a098c00000sHvwWAAS,0038c00002jGqVcAAK,,,,,a0B8c000012KEjyEAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvwXAAS,0038c00002jGqVcAAK,,,,,a0B8c000012KEt8EAG,a0C8c00000XMMZ2EAP,Manuscrits et versions,a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvwYAAS,0038c00002jGqVcAAK,,,,,a0B8c000012KEoSEAW,a0C8c00000XMMjlEAH,Éthique et christianisme,a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvwZAAS,0038c00002jGqVcAAK,,,,,a0B8c000012KEhkEAG,a0C8c00000XMMXQEA5,Établiss. exp. Église Actes,a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,INC
a098c00000sHvwaAAC,0038c00002jGqVcAAK,,,,,a0B8c000012KEpzEAG,a0C8c00000XMMYjEAP,Initiation au grec biblique I et II,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,INC
a098c00000sHvwbAAC,0038c00002jGqVcAAK,,,,,a0B8c000012KEgcEAG,a0C8c00000XMMnYEAX,Théologie pastorale,a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvwcAAC,0038c00002jGqVcAAK,,,,,a0B8c000012KEjmEAG,a0C8c00000XMMXeEAP,Cure d'âme biblique,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,
a098c00000sHvwdAAC,0038c00002jGqVcAAK,,,,,a0B8c000012KEk3EAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Current,INC
a098c00000sHvweAAC,0038c00002jGqVcAAK,,,,,a0B8c000012KEhDEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,
a098c00000sHvwfAAC,0038c00002jGqVcAAK,,,,,a0B8c000012KEsWEAW,a0C8c00000XMMYuEAP,Matthieu 2 (sermon montagne),a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvwgAAC,0038c00002jGqVcAAK,,,,,a0B8c000012KEsbEAG,a0C8c00000XMMYwEAP,Romains (Exégèse),a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,INC
a098c00000sHvwhAAC,0038c00002jGqVcAAK,,,,,a0B8c000012KEpEEAW,a0C8c00000XMMmAEAX,Philosophie de la religion,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHvwiAAC,0038c00002jGqVcAAK,,,,,a0B8c000012KEyJEAW,a0C8c00000XMMiKEAX,Anthropologie biblique,a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHvwjAAC,0038c00002jGqVcAAK,,,,,a0B8c000012KEyeEAG,a0C8c00000XMMmsEAH,Sotériologie,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,
a098c00000sHvwkAAC,0038c00002jGqVdAAK,,,,,a0B8c000012KF4jEAG,a0C8c00000XMMaREAX,Job et Ecclésiaste,a0P8c00000DoDzQEAV,2009-10,2009-09-01,2010-08-31,Current,AUD
a098c00000sHvwlAAC,0038c00002jGqVeAAK,,,,,a0B8c000012KEy9EAG,a0C8c00000XMMZTEA5,Doctrines essentielles IV,a0P8c00000DoDzaEAF,2019-20,2019-09-01,2020-08-31,Current,AUD
a098c00000sHvwmAAC,0038c00002jGqVfAAK,,,,,a0B8c000012KF0MEAW,a0C8c00000XMMZrEAP,Néhémie,a0P8c00000DoDzGEAV,1999-00,1999-09-01,2000-08-31,Current,AUD
a098c00000sHvwnAAC,0038c00002jGqVfAAK,,,,,a0B8c000012KEvEEAW,a0C8c00000XMMZIEA5,Épître aux Philippiens,a0P8c00000DoDzEEAV,1997-98,1997-09-01,1998-08-31,Current,AUD
a098c00000sHvwoAAC,0038c00002jGqVgAAK,,,,,a0B8c000012KEh9EAG,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDyuEAF,1977-78,1977-09-01,1978-08-31,Current,INC
